label,text
0,"*Thus, over the past few years, alongside advances in deep learning for image classification ( @@CITATION ; Krizhevsky et al., 2012 ; Simonyan and Zisserman, 2014 ; He et al., 2016 ), significant progress has been made in applying convolutional neural networks to object detection and segmentation tasks ( Girshick et al., 2014 ; Ren et al., 2015 ; Redmon et al., 2016 ; Lin et al., 2017 ; Chen et al., 2017 ; Long et al., 2015 ; Uijlings et al., 2013 ).*"
0,"*Thus, over the past few years, alongside breakthroughs in quantum error correction ( @@CITATION ; Shor, 1995 ; Calderbank and Shor, 1996 ; Gottesman, 1997 ), substantial progress has been made in developing quantum algorithms for optimization and cryptography ( Grover, 1996 ; Harrow et al., 2009 ; Preskill, 2018 ; Aaronson and Arkhipov, 2011 ; Kitaev et al., 2002 ; Bravyi et al., 2018 ).*"
0,"*Thus, over the past few years, alongside advancements in functional MRI techniques ( @@CITATION ; Logothetis et al., 2001 ; Bandettini et al., 1992 ), significant strides have been made in using diffusion tensor imaging to map neural connectivity ( Basser et al., 1994 ; Hagmann et al., 2008 ; Sporns et al., 2005 ; Van Essen et al., 2012 ; Glasser et al., 2016 ; Yeh et al., 2010 ).*"
0,"*Thus, over the past few years, alongside improvements in high-throughput sequencing ( @@CITATION ; Metzker, 2010 ; Shendure et al., 2017 ), substantial progress has been made in computational methods for genome assembly and variant calling ( Li and Durbin, 2009 ; DePristo et al., 2011 ; Poplin et al., 2018 ; Garrison and Marth, 2012 ; Altschul et al., 1990 ; Langmead and Salzberg, 2012 ).*"
0,"*Thus, over the past few years, alongside refinements in global climate models ( @@CITATION ; Manabe and Wetherald, 1975 ; Collins et al., 2006 ), significant advances have been made in regional-scale simulations and extreme weather prediction ( Giorgi, 2019 ; Tebaldi and Knutti, 2007 ; Shepherd, 2014 ; Seneviratne et al., 2012 ; Diffenbaugh et al., 2017 ).*"
0,"*Thus, over the past few years, alongside improvements in reinforcement learning for robotic control ( @@CITATION ; Levine et al., 2016 ; Schulman et al., 2015 ), notable progress has been made in motion planning and obstacle avoidance algorithms ( LaValle, 2006 ; Kavraki et al., 1996 ; Tedrake et al., 2010 ; Kuffner and LaValle, 2000 ; Brock and Khatib, 1999 ).*"
0,"*Thus, over the past few years, alongside developments in graphene synthesis ( @@CITATION ; Novoselov et al., 2004 ; Geim and Novoselov, 2007 ), substantial advancements have been made in nanostructured materials for energy storage ( Goodenough et al., 2012 ; Armand and Tarascon, 2008 ; Whittingham, 2004 ; Dunn et al., 2011 ; Bruce et al., 2012 ).*"
0,"*Thus, over the past few years, alongside refinements in Nash equilibrium analysis ( @@CITATION ; Nash, 1950 ; Myerson, 1991 ), significant progress has been made in behavioral game theory and experimental economics ( Camerer, 2003 ; Fehr and Schmidt, 1999 ; Kahneman and Tversky, 1979 ; Roth, 1995 ; Gintis, 2009 ).*"
0,"*Thus, over the past few years, alongside improvements in radial velocity methods ( @@CITATION ; Mayor and Queloz, 1995 ; Marcy and Butler, 1996 ), substantial progress has been made in transit photometry and direct imaging techniques ( Charbonneau et al., 2000 ; Seager and Deming, 2010 ; Borucki et al., 2010 ; Macintosh et al., 2015 ; Snellen et al., 2013 ).*"
0,"*Thus, over the past few years, alongside advances in lattice-based cryptography ( @@CITATION ; Regev, 2005 ; Peikert, 2016 ), significant strides have been made in code-based and multivariate signature schemes ( McEliece, 1978 ; Courtois et al., 2000 ; Bernstein et al., 2017 ; Ding and Schmidt, 2005 ; Buchmann et al., 2011 ).*"
